img_emoji;word_count;count_emoji;emotion;tonality;class;clean_text
😏;9;1;no_emotion;neutral/skeptical;1;😏 с мазокм все збс. даже мазик....
😏;3;1;no_emotion;neutral/skeptical;1;пища богов 😏
😁;9;1;smile;positive/negative;0;да ниче, бывает, лишь чем другим было закусить 😁
😏;9;1;no_emotion;neutral/skeptical;1;видимо, во время готовки уже начали отмечать)😏
😌;8;1;joy;positive;2;это да поэтому животных любить более разумней 😌
😂;9;1;smile;positive/negative;0;мне ресурсы не позволят и пару маленьких нюансов 😂
😉;7;1;smile;positive/negative;0;маленькие нюансы добавляют насыщенность в фото 😉
😉;8;1;smile;positive/negative;0;везде где ведётся съемка должно быть предупреждение 😉
😁;3;1;smile;positive/negative;0;не благодарите😁
😹;8;1;smile;positive/negative;0;в семье как говорится не без .....😹
😁;6;1;smile;positive/negative;0;так и я о том😁
😆;10;1;smile;positive/negative;0;так и пускай верит! зачем фото обосрать? 😆
😂;11;1;smile;positive/negative;0;волосатые итальянцы или кавказцы сейчас офигели просто с их темпераментом😂
☺;7;1;smile;positive/negative;0;сказал мужчина с красивой шевелюрой☺️
😳;7;1;shame;negative;6;да прям таки не смущайте... 😳
😁;6;1;smile;positive/negative;0;я ей не нравлюсь просто😁
😌;10;1;joy;positive;2;ну вот а то я уж начал сомневаться спасибо 😌
😁;8;1;smile;positive/negative;0;тоже первый раз за три недели? 😁
😃;5;1;smile;positive/negative;0;ну не совсем ....😃
😏;11;1;no_emotion;neutral/skeptical;1;дед отец с плешью. у матери отец ни лысинки😏
🙈;6;1;no_emotion;neutral/skeptical;1;обои ? в ванной?🙈
😍;8;1;joy;positive;2;какие симпатяжки на обоях на втором фото😍
😂;7;1;smile;positive/negative;0;нет в ванне судя по тексту 😂
😬;11;1;no_emotion;neutral/skeptical;1;меня ужасно раздражают такие😬 на 4 звонке уже послать хочется
😆;8;1;smile;positive/negative;0;мы с вами случайно не родственники? 😆
😁;9;1;smile;positive/negative;0;хорошо что есть функция «черный список» 😁
😁;10;1;smile;positive/negative;0;вот и я. давайте завтра с утречка? 😁
😊;6;1;smile;positive/negative;0;вы дозвонились в пенсионный ?😊
😁;6;1;smile;positive/negative;0;не мне всё перевели. 😁
😄;5;1;smile;positive/negative;0;не берите в голову 😄
😂;8;1;smile;positive/negative;0;я так попала 😂правда через год ушла
🥴;8;1;no_emotion;positive/negative;3;как вариант бесконечного обморока для нежного фиалки🥴
🙈;7;1;no_emotion;neutral/skeptical;1;капец я короче очень легко отделалась🙈
😄;11;1;smile;positive/negative;0;"""очки"" до сих пор на носу поправляете?😄"
☺;4;1;smile;positive/negative;0;поняла спасибо ☺️
🙃;6;1;smile;positive/negative;0;поняла вас спасибо за ответ🙃
😁;5;1;smile;positive/negative;0;сколько лет вместе?😁
😁;6;1;smile;positive/negative;0;жаль могла быть интересная история😁
🙄;9;1;no_emotion;neutral/skeptical;1;да причём один глаз а через неделю второй 🙄
😩;11;1;sadness;negative;4;я только из-за этого не делаю лазерную коррекцию 😩 страшно очень
😂;8;1;smile;positive/negative;0;цените труд- купите стиралку с сушилкой 😂
😂;8;1;smile;positive/negative;0;на реку видать ходит об камни отбивает😂
😄;10;1;smile;positive/negative;0;угу. не прыгаешь по лужам - не мать 😄
😂;7;1;smile;positive/negative;0;😂потому что он может))
😂;4;1;smile;positive/negative;0;да это актуально😂
😂;9;1;smile;positive/negative;0;не самый лучший подход к некоторым вещам. 😂
😨;2;1;fear;negative;5;жуть 😨
😅;5;1;smile;positive/negative;0;эх такой талант пропадает 😅
🤣;4;1;smile;positive/negative;0;🤣типа такого?
🤔;7;1;no_emotion;neutral/skeptical;1;в 14 по лужам скачет....🤔
😁;6;1;smile;positive/negative;0;а каким был цвет глаз 😁
🤣;5;1;smile;positive/negative;0;а нос а брови 🤣
😁;5;1;smile;positive/negative;0;губки бантиком бровки домиком😁
😁;5;1;smile;positive/negative;0;точнокак в песне😁
🤣;3;1;smile;positive/negative;0;как вариант 🤣
😀;9;1;smile;positive/negative;0;настя это гены чистюля в маму и бабушку😀
🤣;10;1;smile;positive/negative;0;зачем нам ее короткая стрижка и фиолетовый рюкзак?🤣
😀;5;1;smile;positive/negative;0;мудрый вам дядька попался😀
😁;6;1;smile;positive/negative;0;это точно не я был😁
🤗;11;1;joy;positive;2;ничего не мешает 🤗летом от дождя никогда не прячемся.
🤣;7;1;smile;positive/negative;0;а  что так можно было ?🤣
😌;10;1;joy;positive;2;ну это раздражительность на фоне работы вам нужен релакс 😌
😆;8;1;smile;positive/negative;0;это, автор, у вас ещё нет  детей 😆
😂;11;1;smile;positive/negative;0;от девушки он леща получит. поэтому он здесь рассказывает 😂
😁;10;1;smile;positive/negative;0;аа извините... я поняла что вы автор поста😁
😂;4;1;smile;positive/negative;0;спанч боб сквеэбемс 😂
😹;7;1;smile;positive/negative;0;жёлтая губка малыш без изъяна... 😹
🤣;8;1;smile;positive/negative;0;и все это пропели не своими голосами🤣
😂;4;1;smile;positive/negative;0;так некогда было 😂
😕;4;1;sadness;negative;4;ваш комментарий удалили 😕
🙂;11;1;smile;positive/negative;0;так оно и осталось в прошлом а это лишь воспоминания 🙂
